URL_SCL_E,Time,Duration,Name,Available Slots,Trainer,Room
https://www.eversports.de/e/class/CxzBH4R1vFT,17:00,60 Min,Flow & Restore ● DE,Alle Level,Jil,Unbekannt
https://www.eversports.de/e/class/GKC8RZIjLBU,17:00,75 Min,AUFZEICHNUNG: Shoulder Mobility | YOGA FOR GOOD POSTURE ● EN,"ab 5,00 €●Alle Level",Mireia,Unbekannt
https://www.eversports.de/e/class/O3WlOruA6l5,17:00,75 Min,AUFZEICHNUNG: GOOD POSTURE (02/05),"ab 5,00 €●Anfänger",Mireia,Unbekannt
https://www.eversports.de/e/class/LkzX-1HITI3V,18:00,75 Min,AUFZEICHNUNG: VINYASA ● HAPPINESS ● DE mit Barbara & Croci,"ab 5,00 €●Alle Level",Christina,Unbekannt
https://www.eversports.de/e/class/DcZHJagwcjv,18:00,90 Min,JIVAMUKTI OPEN 90 ● EN,Alle Level,Isa,Unbekannt
https://www.eversports.de/e/class/OeOAAwfQLuM,18:15,25 Min,AUFZEICHNUNG: Break from Sitting ● EN,"ab 5,00 €●Alle Level",Mireia,Unbekannt
https://www.eversports.de/e/class/uqAnk0LcI-F,18:15,75 Min,VINYASA  ● DE,Intermediate,Katharina,Unbekannt
https://www.eversports.de/e/class/v3N652r,18:30,30 Min,"⚡️NEW: YOGA FOR GOOD POSTURE: Mobility, fascia and stretch","ab 5,00 €●Alle Level",Mireia,Unbekannt
https://www.eversports.de/e/class/Hj4vRY3,19:00,40 Min,⚡️NEW: YOGA FOR GOOD POSTURE: Short flow for the spine,"ab 5,00 €●Alle Level",Mireia,Unbekannt
https://www.eversports.de/e/class/6KcYY1N_cA1,19:15,60 Min,"AM PLANETARIUM: Outdoor: CALISTHENICS, MOVE, MOBILITY",,Frank,Unbekannt
https://www.eversports.de/e/class/vZlKocX,19:45,75 Min,FORREST,,Nicola,Unbekannt
https://www.eversports.de/e/class/vUU-tr8hdlk,19:45,90 Min,FORREST ● DE,,Nicola,Unbekannt
https://www.eversports.de/e/class/0YTJJQ_kTIH8,20:00,60 Min,MOBILITY based flow ● EN,"ab 5,00 €●Alle Level",Mireia,Unbekannt
https://www.eversports.de/e/class/Rv8qcg16svb,20:00,60 Min,Yin Yoga + Meditation,,Jil,Unbekannt
https://www.eversports.de/e/class/y5dPqtJ8z9Oa,20:15,70 Min,Detox & Reset Class ● EN,"ab 5,00 €●Alle Level",Martina,Unbekannt
https://www.eversports.de/e/class/IBgSK7Y_KDab,21:15,60 Min,AUFZEICHNUNG: DEEP SLEEP ●  YIN & YOGA NIDRA ● EN,"ab 5,00 €●Alle Level",Martina,Unbekannt
https://www.eversports.de/e/class/C021oRSOuYO,07:30,60 Min,AUFZEICHNUNG: VINYASA ● HAPPINESS ● DE,"ab 5,00 €●Alle Level",Christina,Unbekannt
https://www.eversports.de/e/class/fhM-IUs,09:00,60 Min,PILATES FLOW ● DE,Alle Level,Carolin,Unbekannt
https://www.eversports.de/e/class/posa8kP,10:30,60 Min,Ashtanga Vinyasa,Alle Level,Tamara,Unbekannt
https://www.eversports.de/e/class/XO0gnIJmm7FX,10:30,70 Min,Detox & Reset Class ● EN,"ab 5,00 €●Alle Level",Martina,Unbekannt
https://www.eversports.de/e/class/ZzFs3KI5U2Z,11:15,75 Min,AUFZEICHNUNG: Shoulder Mobility | YOGA FOR GOOD POSTURE ● EN,"ab 5,00 €●Alle Level",Mireia,Unbekannt
https://www.eversports.de/e/class/FJhtKtB7QiO,12:30,60 Min,MOBILITY based flow ● EN,"ab 5,00 €●Alle Level",Mireia,Unbekannt
https://www.eversports.de/e/class/imaAA6kX7WI,16:45,60 Min,"CALISTHENICS, MOVEMENT & MOBILITY",Alle Level,Frank,Unbekannt
https://www.eversports.de/e/class/13rJJgn,16:45,60 Min,Vinyasa Slow Flow ● 60 ● DE,Alle Level,Isabelle,Unbekannt
https://www.eversports.de/e/class/zv7RJAUZ7Y5,17:15,75 Min,AUFZEICHNUNG: Shoulder Mobility | YOGA FOR GOOD POSTURE ● EN,"ab 5,00 €●Alle Level",Mireia,Unbekannt
https://www.eversports.de/e/class/qLsDPbjkxW6P,18:00,75 Min,AUFZEICHNUNG: VINYASA ● HAPPINESS ● DE mit Barbara & Croci,"ab 5,00 €●Alle Level",Christina,Unbekannt
https://www.eversports.de/e/class/s2OQxC3eUnB,18:00,75 Min,KUNDALINI FLOW ● DE,Alle Level,Ulrike,Unbekannt
https://www.eversports.de/e/class/Oe2NECe0e5f,18:15,25 Min,AUFZEICHNUNG: Break from Sitting ● EN,"ab 5,00 €●Alle Level",Mireia,Unbekannt
https://www.eversports.de/e/class/lYEUCqUYM,18:15,60 Min,AUFZEICHNUNG: VINYASA ● HAPPINESS ● DE,"ab 5,00 €●Alle Level",Christina,Unbekannt
https://www.eversports.de/e/class/R00pi-B_WPn,19:45,90 Min,Holistic Power Vinyasa ● DE,Alle Level,Ulrike,Unbekannt
https://www.eversports.de/e/class/xvqotH3H3pz4,20:00,60 Min,MOBILITY based flow ● EN,"ab 5,00 €●Alle Level",Mireia,Unbekannt
https://www.eversports.de/e/class/HRY0CPzHV5j,20:00,75 Min,VINYASA ● EN,,Marianne,Unbekannt
https://www.eversports.de/e/class/MECAqyuW8bxE,20:15,70 Min,Detox & Reset Class ● EN,"ab 5,00 €●Alle Level",Martina,Unbekannt
https://www.eversports.de/e/class/NgHGSXJja2ms,21:15,60 Min,AUFZEICHNUNG: DEEP SLEEP ●  YIN & YOGA NIDRA ● EN,"ab 5,00 €●Alle Level",Martina,Unbekannt
https://www.eversports.de/e/class/Xr01TVfiXfb,07:30,30 Min,Yoga Zwischendurch ● DE,"ab 5,00 €●Alle Level",Christina,Unbekannt
https://www.eversports.de/e/class/kuh_lcyB2JK,07:30,60 Min,AUFZEICHNUNG: VINYASA ● HAPPINESS ● DE,"ab 5,00 €●Alle Level",Christina,Unbekannt
