   Workshop Name,Beschreibung,Studio Name,Location,Category,Date,URL_E,Time
Acro Yoga | Tricks & Combos | Winter Workshops,"Schnapp‘ dir deine*n Liebste*n und wagt einen ganz neuen Ausflug als Paar. Perspektiven-Wechsel, Vertrauen, Kraft, Balance und super viel Spaß machen Acro Yoga zu einer ganz besonderen Erfahrung für dich und deine*n Partner*in. Erlerne in 90 Minuten gemeinsame Tricks & Combos, die Aufgaben von Flyer & Base und entdecke deine Lieblings Variationen. *** Mit der Buchung dieses Workshops sicherst du dir einen Platz als Paar (2 Personen)",Pure Motion Kiel,"Eichkamp 1-5, 24116 Kiel",Yoga,"Sonntag, 7. Januar 2024",https://www.eversports.de/e/workshop/MYnycOH,16:45 - 18:15
Handstand Workshop,"Handstand Workshop (für Beginner) 🤸🏻‍♂️ Du träumst schon lange davon einen Handstand zu können? 💭😍 Oder hast dich vielleicht sogar schon etwas rangetastet, aber es will noch nicht so richtig klappen? 🙈 Dann ist dieser Workshop genau das richtige für dich! 💕 Gemeinsam bereiten wir uns auf den Handstand vor und stärken zunächst die Handgelenke, Schultern und auch die Körpermitte. 💪🏼 Im Anschluss versuchen wir uns mit verschiedenen Vor- Übungen dem Handstand Schritt für Schritt zu nähern. Wir schauen uns auch Methoden zusammen an, wie wir jederzeit sicher wieder auf den Füßen landen können - um die Angst vor dem Handstand zu verlieren. Und wer weiß- vielleicht klappt bei dem ein oder anderen ja sogar der freistehende Handstand?🤸🏻‍♂️😍 Mit der richtigen Technik und etwas Übung kommt ihr so eurem Ziel auf jeden Fall ein Stückchen näher 💖💫 Level: für Beginner/ Einsteiger ggf. mit etwas Vorkenntnissen",Polearize,Externe/r Teilnehmer/in,Yoga,"Sonntag, 14. Januar 2024",https://www.eversports.de/e/workshop/vNQcDlh,14:30 - 16:00
Better Back Bending,"In diesem Workshop konzentrieren wir uns auf alle Bereiche, die für einen tiefen Backbend wichtig sind. Der Rücken wird mobilisiert, gekräftigt und beweglicher gemacht. Wir arbeiten an der Stabilität und stärken den oberen, mittleren, sowie unteren Rücken und die Halswirbelsäule. Die Schulter- und Hüftöffnung wird ebenfalls aktiv gestärkt und vertieft. Es wird zu jeder Übung verschiedene Varianten geben, somit ist der Kurs für alle Level geeignet.",Polearize,Externe/r Teilnehmer/in,Stretching,"Sonntag, 28. Januar 2024",https://www.eversports.de/e/workshop/1m_jLPa,16:00 - 17:30
Aerial Hoop Choreo Teil 2,"Im zweiten Teil des Workshops vollenden wir die im Oktober 2023 gelernt Hoop-Choreografie zu „Curiosity“ von Bryce Savage. Für die, die den ersten Teil verpasst haben, gibt es die Möglichkeit in der Mitte der Choreografie anzufangen. Die Hoops hängen wieder bodennah um Körper, Ring und Boden voll auszunutzen. Die Figuren werden mit eleganten Bewegungen zusammengefügt und geben dir die Möglichkeit neu kreativ zu werden. Der Workshop ist für Anfänger und Fortgeschrittene geeignet. Es hilft, wenn du schonmal eine Choreo getanzt hast. Wichtig: wir werden den ersten Teil nicht detailliert durchgehen. Nutzt zuvor die freien Trainingsstunden um die Choreografie nochmal aufzufrischen! Was benötige ich?",Polearize,Externe/r Teilnehmer/in,Aerial Hoop,"Sonntag, 4. Februar 2024",https://www.eversports.de/e/workshop/5N9aoto,11:30 - 13:00
Heels Pole,"Wer schon immer eine sexy, hypnotische und zu gleich graziöse Choreografie an der Pole erlernen wollte, ist hier genau richtig, ob in High Heels oder ohne, wir erlernen nicht nur eine kleine Choreo mit fließenden Bewegungen aus dem Bereich des Exotic Poledance, sondern finden auch ein Stück mehr zu unserem Selbstbewusstsein und unserer Weiblichkeit. --> um euch anzumelden schreibt mir bitte einer Email oder auf WhatsApp/Instagram --> eine kostenlose Stornierung ist 24 Stunden vor Kursbeginn möglich, möchtet ihr danach stornieren, ist die volle Kursgebühr zu entrichten --> bucht ihr beide Workshops (Heels Pole und Floorplay) kostet es insgesamt nur 90,00 Euro",PoleFit Aline Sustrath,17:30 - 19:00,Poledance,"Freitag, 26. Januar 2024",https://www.eversports.de/e/workshop/cMAYTid,17:30 - 19:00
Floorplay,"Bei diesem Workshop konzentrieren wir uns auf sinnliche Bewegungen ausschließlich auf dem Boden, in Kombination mit Kontakt zur Pole. Es werden viele Elemente aus dem Bereich der Strip Plastic und auch aus dem Exotik Poledance in der Choreografie zu finden sein. Auch bei diesem Workshop steht unsere Weiblichkeit im Vordergrund. Bitte bringt lange Sporthosen, Socken und ein paar Knieschoner mit. --> Geeignet für jedes Level ---> bucht ihr beide Workshops (Heels Pole und Floorplay) kostet es insgesamt nur 90,00 Euro --> um euch anzumelden schreibt mir bitte einer Email oder auf WhatsApp/Instagram --> eine kostenlose Stornierung ist 24 Stunden vor Kursbeginn möglich, möchtet ihr danach stornieren, ist die volle Kursgebühr zu entrichten",PoleFit Aline Sustrath,19:30 - 21:00,Poledance,"Freitag, 26. Januar 2024",https://www.eversports.de/e/workshop/VKmdxO2,19:30 - 21:00
Einführung Burlesque World,"Lerne die wundervoll glamouröse und verführerische Kunst des Burlesque kennen! In diesem Workshop schnuppern wir in die Burlesque Basics und lernen eine kleine Choreo. Der Workshop stellt vor allem Spaß an der eigenen Sexyness und Wohlfühlen in den Vordergrund, die Teilnehmenden brauchen keine besonderen Vorkenntnisse oder körperlichen Eigenschaften, Grundfitness genügt. Die Choreo wird nicht das komplette Lied abdecken, sondern an einem in der Musik passenden Part enden. Wir werden uns in der Choreo keine Kleidung ablegen. Am Ende werden die Teilnehmenden eine kleine Choreo beherrschen, die sich beliebig erweitern lässt.    Der Workshop wird 2 Stunden dauern und besteht aus folgenden Inhalten: - Begrüßung, Gläschen Sekt und allgemeine Einführung ins Thema Burlesque - Warm-up  - Einführung Burlesque Grundlagen (Posing, Shimmy, Teasing) - Catwalk-Grundlagen - kleine Burlesque-Choreo, die die Grundlagen mit einbezieht - Cool down  - Auf Wunsch noch Gruppenfoto   im Preis inkludiert:   - Begrüßungssekt (ca. 1 Glas pro Person, Sekt bringe ich mit) - Deko zum Thema Burlesque (Bücher, kleine Kostümteile) - Deko mit einem meiner Kostüme auf einer Schneiderpuppe inkl. meiner großen Federfächer --> mind. 10 Teilnehmer",PoleFit Aline Sustrath,Burlesque Workshop,Poledance,"Samstag, 2. März 2024",https://www.eversports.de/e/workshop/F0nh2br,16:00 - 18:00
TAoP Camp - Dineke Minten - Acrobatics & Dynamics - Signature Tricks - ab int.,"A workshop full with Dineke’s favourite acrobatic and dynamic pole tricks. When it comes to acro and dynamics the options are countless. After thewarming-up we’ll start with technique training for moves like advanced static (regrip) spins, the gainer, several regrips and many other tricks. Whenthe technique is clear we’ll move on to the full moves and finish the workshop with some ultra badass combo’s. ab inermediate",Poledancestar,"Gabelsbergerstraße 1, 04317 Leipzig",Poledance,"Samstag, 3. Februar 2024",https://www.eversports.de/e/workshop/K-hife3,11:00 - 12:30
TAoP Camp - Sebastian  - Tanzchoreografie Basic Flow - alle Level,"Lasst uns in einen kreativen Workshop mit Tanzbasics und Ästhetik eintauchen. Impulse für mehr Flow in euren Übergängen und ein gemeinsamer choreographischer Prozess sollen helfen, Momente wertvoller zu gestalten und eure Routinen mit Eleganz und Leichtigkeit zu füllen. Sebastian hat seine Tanzausbildung unter anderem an der John-Cranko Schule in Stuttgart und an der National Ballet School in Canada erhalten. Nach seiner Bühnenkarriere als Solist beim Leipziger Ballett ist er neben seiner Inspiziententätigkeit als Ballettdozent, Choreograph und Tanzcoach gefragt. Seine Kenntnisse aus über 25 Jahren Tanz kann Sebastian seit letztem Jahr auch in seine Tätigkeit als Health Coordinator des Leipziger Balletts einbringen.",Poledancestar,"Gabelsbergerstraße 1, 04317 Leipzig",Poledance,"Samstag, 3. Februar 2024",https://www.eversports.de/e/workshop/xaEtNcz,11:00 - 12:30
TAoP Camp -Dineke Minten - Handstand Madness - all Level,"A workshop filled with acrobatic handstands in and around the pole. There are so many options when itcomes to pole handstands, including head- and forearm stands. Holds, backbends, jumps, combinationsand lifts. You’ll learn all about the techniques of the many (pole) handstands. Placing of the hands,positioning of the body, momentum, strength and control. Level: ab beg/int",Poledancestar,"Gabelsbergerstraße 1, 04317 Leipzig",Poledance,"Samstag, 3. Februar 2024",https://www.eversports.de/e/workshop/wiYgBoM,12:45 - 14:15
TAoP Camp - Sebastian  - Tanzchoreografie Basic Flow - alle Level,"Lasst uns in einen kreativen Workshop mit Tanzbasics und Ästhetik eintauchen. Impulse für mehr Flow in euren Übergängen und ein gemeinsamer choreographischer Prozess sollen helfen, Momente wertvoller zu gestalten und eure Routinen mit Eleganz und Leichtigkeit zu füllen. Sebastian hat seine Tanzausbildung unter anderem an der John-Cranko Schule in Stuttgart und an der National Ballet School in Canada erhalten. Nach seiner Bühnenkarriere als Solist beim Leipziger Ballett ist er neben seiner Inspiziententätigkeit als Ballettdozent, Choreograph und Tanzcoach gefragt. Seine Kenntnisse aus über 25 Jahren Tanz kann Sebastian seit letztem Jahr auch in seine Tätigkeit als Health Coordinator des Leipziger Balletts einbringen.",Poledancestar,"Gabelsbergerstraße 1, 04317 Leipzig",Poledance,"Samstag, 3. Februar 2024",https://www.eversports.de/e/workshop/6-MAo7Z,12:45 - 14:15
TAoP Camp - Evgeny Greshilov - Pole Shapes beg/int,"This class focuses on pretty pole shapes with geometrical lines and goodsymmetry.Some of the shapes transferred from the yoga, and some of them were created onthe pole directly. beg/int",Poledancestar,"Gabelsbergerstraße 1, 04317 Leipzig",Poledance,"Samstag, 3. Februar 2024",https://www.eversports.de/e/workshop/GVnc2YT,15:00 - 16:30
"TAoP Camp - Frank Roser (Breathworkway) - Atemsession ""Emotionen""","Breathwork ist ein überbegriff für viele verschiedene Atemtechniken. Mit der Zirkulaer verbunden Atmung, die du in diese Sessions kennenlernen wirst, wirst du in einen tieferen Bewusstseinszustand versetzt. Dies ist ganz physkalisch erklärbar und wird das limbische System in deinem Gehirn atktivieren. Dadurch kannst du die innere Stimme stummschalten und fühlen, was wirklich in dir vor sich geht. Lass den Stress los, fühle die Emotionen und finde die Klarheit die du brauchst. Dieser Workshop ist für alle geeignet, die sich im Mindset und auf der mentalen Ebene weiterentwickeln wollen. Also gern Freund/Freundin, Bekannten und Verwanden bescheid sagen und eintauchen in eine neue Ebene des Bewusstseins. Es ist gut für eine Atemsession, wenn der Magen nicht zu sehr gefüllt ist. ",Poledancestar,"Gabelsbergerstraße 1, 04317 Leipzig",Poledance,"Samstag, 3. Februar 2024",https://www.eversports.de/e/workshop/Une0T_w,15:00 - 16:30
TAoP Camp - Evgeny Greshilov - Pole Shapes int/adv,"This class focuses on pretty pole shapes with geometrical lines and goodsymmetry.Some of the shapes transferred from the yoga, and some of them were created onthe pole directly. int/adv",Poledancestar,"Gabelsbergerstraße 1, 04317 Leipzig",Poledance,"Samstag, 3. Februar 2024",https://www.eversports.de/e/workshop/59slMW0,16:45 - 18:15
TAoP Camp - Frank Roser (Breathworkway) - Die Kraft des Atmens,"Breathwork ist ein Begriff, der sich auf alle Arten von Atemübungen oder -techniken bezieht. Es ist eine Reise nach innen. Die bewusste Atmung bringt den inneren Kritiker zum Schweigen und hilft, sich auf dein Inneres zu konzentrieren. Du erhältst Zugang zu neuen Einsichten und gewinnst Klarheit, die deinen emotionalen Zustand verbessert. Gehe den Dingen in deinem Leben auf den Grund und lasse los. In diesem Workshop gibt dir Frank einen Überblick über die Vielzahl von Atmentechniken und welche Vorteile eine bewusste Atmung in unserer modernen, schnelllebigen Gesellschaft hat. Außerdem probieren wir verschiedene Atemtechniken aus und lassen den Tag mit neuen Erkenntnissen über Deinen eigenen Körper ausklingen. Dieser Workshop ist für alle geeignet, die sich im Mindset und auf der mentalen Ebene weiterentwickeln wollen. Also gern Freund/Freundin, Bekannten und Verwanden bescheid sagen und eintauchen in eine neue Ebene des Bewusstseins.",Poledancestar,"Gabelsbergerstraße 1, 04317 Leipzig",Poledance,"Samstag, 3. Februar 2024",https://www.eversports.de/e/workshop/FWyv3gp,16:45 - 18:15
TAoP Camp - Dineke Minten - Tricks & Flips - Ultra Style - beg/int,"This workshop is filled with tricks like regrips, jumps, drops and flips. During this class Dineke will teach you her favorites! After the warming-up wewill start with prepping different kind of grips, jumps and several start- and end poses. In order to master the movements, we will start with the keyelements of the tricks. When the fundament of the move is yours, you will go for the full trick. You will also learn how to spot each other correctlyand step by step you will work towards the most awesome ultra pole tricks! ab beg/int",Poledancestar,"Gabelsbergerstraße 1, 04317 Leipzig",Poledance,"Sonntag, 4. Februar 2024",https://www.eversports.de/e/workshop/gdRuiO9,10:30 - 12:00
"TAoP Camp - Frank Roser (Breathworkway) - Atemsession ""Ziele und Visionen""","Breathwork ist ein überbegriff für viele verschiedene Atemtechniken. Mit der Zirkulaer verbunden Atmung, die du in diese Sessions kennenlernen wirst, wirst du in einen tieferen Bewusstseinszustand versetzt. Dies ist ganz physkalisch erklärbar und wird das limbische System in deinem Gehirn atktivieren. Dadurch kannst du die innere Stimme stummschalten und fühlen, was wirklich in dir vor sich geht. Lass den Stress los, fühle die Emotionen und finde die Klarheit die du brauchst. Dieser Workshop ist für alle geeignet, die sich im Mindset und auf der mentalen Ebene weiterentwickeln wollen. Also gern Freund/Freundin, Bekannten und Verwanden bescheid sagen und eintauchen in eine neue Ebene des Bewusstseins. Es ist gut für eine Atemsession, wenn der Magen nicht zu sehr gefüllt ist.",Poledancestar,"Gabelsbergerstraße 1, 04317 Leipzig",Poledance,"Sonntag, 4. Februar 2024",https://www.eversports.de/e/workshop/edFh1ih,10:30 - 12:00
TAoP Camp - Dineke Minten - I've got the Power - all Level,"AL wIFToSr k&s hHoOpLD tSh at will help you to get stronger! They say ‘consistency is key’ and it definitely is, but before you can be consistence in something youneed to know how. In this workshop Dineke will show how to start with of deadlifts and explain the technique of her favourite power holds. She willshow step by step how to train for this. Because tricks like these aren’t going to happen overnight, you gotta work for it! You will start with several prepexercises on the floor that will help you build up strength for those specific tricks. In part two we’ll work with resistances bands and/or a pole buddythat will help you getting stronger and use the right techniques. During this workshop Dineke will give you options to make the giving exercises easieror harder. So, no matter what your level is, you will be challenged! alle Level",Poledancestar,"Gabelsbergerstraße 1, 04317 Leipzig",Poledance,"Sonntag, 4. Februar 2024",https://www.eversports.de/e/workshop/l467buh,12:15 - 13:45
TAoP Camp - Evgeny Greshilov - Tricks & Transitions - ab int,This workshop consists of signature pole tricks and transitions. We will learn withstep-by-step explanations of how to get all of them.«Make the hard ones look easy and the easy ones look hard» - Walter Hagen ab beg/int,Poledancestar,"Gabelsbergerstraße 1, 04317 Leipzig",Poledance,"Sonntag, 4. Februar 2024",https://www.eversports.de/e/workshop/fvmjDvJ,12:15 - 13:45
TAoP Camp - Dineke Minten - Bringing Flexy Back - all Level,"A workshop filled with Dineke’s favourite flexy back moves. Thewarming-up will be followed by an intense back and shoulder stretchsession. Dineke will teach you her stretch routine, including floor andpole stretches. In the second part of this workshop we’ll go the pole.Step by step you’ll learn the techniques of the most pretty/badassflexy back tricks and combinations. all Levels",Poledancestar,"Gabelsbergerstraße 1, 04317 Leipzig",Poledance,"Sonntag, 4. Februar 2024",https://www.eversports.de/e/workshop/_YEPqgy,14:30 - 16:00
TAoP Camp - Evgeny Greshilov - Poleochraphy - all Level,"In this class, we are going to dance.The dance style of the choreography will becontemporary.Our aim is to improve musicality, dance, and artistic skills. all Level",Poledancestar,"Gabelsbergerstraße 1, 04317 Leipzig",Poledance,"Sonntag, 4. Februar 2024",https://www.eversports.de/e/workshop/J71eKxz,14:30 - 16:00
