   Workshop Name,Beschreibung,Studio Name,Location,Category,Date,URL_E,Time
"TAoP Camp - Frank Roser (Breathworkway) - Atemsession ""Emotionen""","Breathwork ist ein überbegriff für viele verschiedene Atemtechniken. Mit der Zirkulaer verbunden Atmung, die du in diese Sessions kennenlernen wirst, wirst du in einen tieferen Bewusstseinszustand versetzt. Dies ist ganz physkalisch erklärbar und wird das limbische System in deinem Gehirn atktivieren. Dadurch kannst du die innere Stimme stummschalten und fühlen, was wirklich in dir vor sich geht. Lass den Stress los, fühle die Emotionen und finde die Klarheit die du brauchst. Dieser Workshop ist für alle geeignet, die sich im Mindset und auf der mentalen Ebene weiterentwickeln wollen. Also gern Freund/Freundin, Bekannten und Verwanden bescheid sagen und eintauchen in eine neue Ebene des Bewusstseins. Es ist gut für eine Atemsession, wenn der Magen nicht zu sehr gefüllt ist. ",Poledancestar,"Gabelsbergerstraße 1, 04317 Leipzig",Poledance,"Samstag, 3. Februar 2024",https://www.eversports.de/e/workshop/Une0T_w,15:00 - 16:30
TAoP Camp - Evgeny Greshilov - Pole Shapes int/adv,"This class focuses on pretty pole shapes with geometrical lines and goodsymmetry.Some of the shapes transferred from the yoga, and some of them were created onthe pole directly. int/adv",Poledancestar,"Gabelsbergerstraße 1, 04317 Leipzig",Poledance,"Samstag, 3. Februar 2024",https://www.eversports.de/e/workshop/59slMW0,16:45 - 18:15
TAoP Camp - Frank Roser (Breathworkway) - Die Kraft des Atmens,"Breathwork ist ein Begriff, der sich auf alle Arten von Atemübungen oder -techniken bezieht. Es ist eine Reise nach innen. Die bewusste Atmung bringt den inneren Kritiker zum Schweigen und hilft, sich auf dein Inneres zu konzentrieren. Du erhältst Zugang zu neuen Einsichten und gewinnst Klarheit, die deinen emotionalen Zustand verbessert. Gehe den Dingen in deinem Leben auf den Grund und lasse los. In diesem Workshop gibt dir Frank einen Überblick über die Vielzahl von Atmentechniken und welche Vorteile eine bewusste Atmung in unserer modernen, schnelllebigen Gesellschaft hat. Außerdem probieren wir verschiedene Atemtechniken aus und lassen den Tag mit neuen Erkenntnissen über Deinen eigenen Körper ausklingen. Dieser Workshop ist für alle geeignet, die sich im Mindset und auf der mentalen Ebene weiterentwickeln wollen. Also gern Freund/Freundin, Bekannten und Verwanden bescheid sagen und eintauchen in eine neue Ebene des Bewusstseins.",Poledancestar,"Gabelsbergerstraße 1, 04317 Leipzig",Poledance,"Samstag, 3. Februar 2024",https://www.eversports.de/e/workshop/FWyv3gp,16:45 - 18:15
TAoP Camp - Dineke Minten - Tricks & Flips - Ultra Style - beg/int,"This workshop is filled with tricks like regrips, jumps, drops and flips. During this class Dineke will teach you her favorites! After the warming-up wewill start with prepping different kind of grips, jumps and several start- and end poses. In order to master the movements, we will start with the keyelements of the tricks. When the fundament of the move is yours, you will go for the full trick. You will also learn how to spot each other correctlyand step by step you will work towards the most awesome ultra pole tricks! ab beg/int",Poledancestar,"Gabelsbergerstraße 1, 04317 Leipzig",Poledance,"Sonntag, 4. Februar 2024",https://www.eversports.de/e/workshop/gdRuiO9,10:30 - 12:00
"TAoP Camp - Frank Roser (Breathworkway) - Atemsession ""Ziele und Visionen""","Breathwork ist ein überbegriff für viele verschiedene Atemtechniken. Mit der Zirkulaer verbunden Atmung, die du in diese Sessions kennenlernen wirst, wirst du in einen tieferen Bewusstseinszustand versetzt. Dies ist ganz physkalisch erklärbar und wird das limbische System in deinem Gehirn atktivieren. Dadurch kannst du die innere Stimme stummschalten und fühlen, was wirklich in dir vor sich geht. Lass den Stress los, fühle die Emotionen und finde die Klarheit die du brauchst. Dieser Workshop ist für alle geeignet, die sich im Mindset und auf der mentalen Ebene weiterentwickeln wollen. Also gern Freund/Freundin, Bekannten und Verwanden bescheid sagen und eintauchen in eine neue Ebene des Bewusstseins. Es ist gut für eine Atemsession, wenn der Magen nicht zu sehr gefüllt ist.",Poledancestar,"Gabelsbergerstraße 1, 04317 Leipzig",Poledance,"Sonntag, 4. Februar 2024",https://www.eversports.de/e/workshop/edFh1ih,10:30 - 12:00
TAoP Camp - Dineke Minten - I've got the Power - all Level,"AL wIFToSr k&s hHoOpLD tSh at will help you to get stronger! They say ‘consistency is key’ and it definitely is, but before you can be consistence in something youneed to know how. In this workshop Dineke will show how to start with of deadlifts and explain the technique of her favourite power holds. She willshow step by step how to train for this. Because tricks like these aren’t going to happen overnight, you gotta work for it! You will start with several prepexercises on the floor that will help you build up strength for those specific tricks. In part two we’ll work with resistances bands and/or a pole buddythat will help you getting stronger and use the right techniques. During this workshop Dineke will give you options to make the giving exercises easieror harder. So, no matter what your level is, you will be challenged! alle Level",Poledancestar,"Gabelsbergerstraße 1, 04317 Leipzig",Poledance,"Sonntag, 4. Februar 2024",https://www.eversports.de/e/workshop/l467buh,12:15 - 13:45
TAoP Camp - Evgeny Greshilov - Tricks & Transitions - ab int,This workshop consists of signature pole tricks and transitions. We will learn withstep-by-step explanations of how to get all of them.«Make the hard ones look easy and the easy ones look hard» - Walter Hagen ab beg/int,Poledancestar,"Gabelsbergerstraße 1, 04317 Leipzig",Poledance,"Sonntag, 4. Februar 2024",https://www.eversports.de/e/workshop/fvmjDvJ,12:15 - 13:45
TAoP Camp - Dineke Minten - Bringing Flexy Back - all Level,"A workshop filled with Dineke’s favourite flexy back moves. Thewarming-up will be followed by an intense back and shoulder stretchsession. Dineke will teach you her stretch routine, including floor andpole stretches. In the second part of this workshop we’ll go the pole.Step by step you’ll learn the techniques of the most pretty/badassflexy back tricks and combinations. all Levels",Poledancestar,"Gabelsbergerstraße 1, 04317 Leipzig",Poledance,"Sonntag, 4. Februar 2024",https://www.eversports.de/e/workshop/_YEPqgy,14:30 - 16:00
TAoP Camp - Evgeny Greshilov - Poleochraphy - all Level,"In this class, we are going to dance.The dance style of the choreography will becontemporary.Our aim is to improve musicality, dance, and artistic skills. all Level",Poledancestar,"Gabelsbergerstraße 1, 04317 Leipzig",Poledance,"Sonntag, 4. Februar 2024",https://www.eversports.de/e/workshop/J71eKxz,14:30 - 16:00
Double Pole (ab LvL. 4) | Tricks & Combos | Winter Workshops,"Du bist verrückt nach Poledance? Dann wirst du Double Pole lieben! Erlerne in diesem 90 minütigen Workshop, die Kunst zu zweit an einer Pole zu schweben. Kombiniere Tricks und Spins zu aufregenden Double-Variationen. Mit deiner Buchung, sicherst du dir einen Kursplatz. Voraussetzung: Invert",Pure Motion Kiel,"Eichkamp 1-5, 24116 Kiel",Poledance,"Mittwoch, 27. Dezember 2023",https://www.eversports.de/e/workshop/ye4KMv2,18:00 - 19:30
Static Pole Intensiv (ab LvL. 4) | Tricks & Combos | Winter Workshops,"In diesem Workshop gehen wir ausgiebig auf die besondere Technik vom Static Pole ein. Lerne deine Griffkraft richtig einzusetzen um kontrollierte Aufschwünge, kraftvolle Tricks und beeindruckende Combos an der Pole darzubieten. Wir versprechen dir, diese 90 Minuten Workshop werden anstrengend! Voraussetzung: Invert",Pure Motion Kiel,"Eichkamp 1-5, 24116 Kiel",Poledance,"Mittwoch, 27. Dezember 2023",https://www.eversports.de/e/workshop/X0TUObB,19:45 - 21:15
Floor Shapes | Tricks & Combos | Winter Workshops,"Die Kunst der Bodenakrobatik erwartet dich in diesem Workshop. Schulterrollen, Schulterstände, Legwaves, Fish Flops und so vieles mehr vereint zu bewundernswerten Combos, bringen deine Floorwork-Skills auf das nächste Level. 90 Minuten pure Floorwork Akrobatik - Muskelkater garantiert! Voraussetzung: Schulterrolle",Pure Motion Kiel,"Eichkamp 1-5, 24116 Kiel",Tanzen,"Donnerstag, 28. Dezember 2023",https://www.eversports.de/e/workshop/9cn_pnK,17:00 - 18:30
Pole Foto Shapes | Tricks & Combos | Winter Workshops,"Pretty Shapes - können wir! Dieser 90 minütige Workshop lässt dich in deinem schönsten Licht erstrahlen. Gemeinsam zaubern wir raffinierte Tricks und Combos an die Pole und halten diese auf einem Foto fest. Elegante Tricks, anmutige Combos und kreative Unterarmstände - hier ist für jede*n etwas dabei. Voraussetzung: Inside Leghang",Pure Motion Kiel,"Eichkamp 1-5, 24116 Kiel",Poledance,"Donnerstag, 28. Dezember 2023",https://www.eversports.de/e/workshop/e4n6OQZ,18:45 - 20:15
Flexy Pole (ab LvL. 4) | Tricks & Combos | Winter Workshops,Flexy Pole - der Name ist Programm! Dieser Workshop beinhaltet 90 Minuten intensives Training an der Pole. Im Fokus stehen Tricks und Combos die ein besonderes Maß an Flexibilität erfordern. Stellst du dich der Herausforderung? Voraussetzung: Invert,Pure Motion Kiel,"Eichkamp 1-5, 24116 Kiel",Poledance,"Freitag, 29. Dezember 2023",https://www.eversports.de/e/workshop/AchIOwo,15:15 - 16:45
Pole Sensual (all Lvl.) | Choreo | Winter Workshops,"Dieser Sensual Workshop wird besonders anregend... Pleaser, heiße Hüftschwünge und eine intensive Choreografie voller Leidenschaft und Weiblichkeit. 90 Minuten purer Sex - bist du dabei?",Pure Motion Kiel,"Eichkamp 1-5, 24116 Kiel",Poledance,"Freitag, 29. Dezember 2023",https://www.eversports.de/e/workshop/pOmNwEN,17:00 - 18:30
Pole & Strip (all Lvl.) | Choreo | Winter Workshops,"Tanzen wie im Stripclub? Aufgepasst – hier wird’s heiß!  Dich erwarten 90 intensive Minuten voller Sexappeal und aufreizender Leidenschaft.  Zu einer feurig, sinnlichen Choreografie an der Pole, lassen wir nach und nach die Hüllen fallen. Sexy Hüftschwünge, Spins und Bodywaves an der Pole, verführerische Bewegungen und ein verlockender Bodenteil laden zu mehr ein…  Bring gern ein zweites Paar Unterwäsche mit, BH, Slip, auch gern eine Bluse, Rock oder einen Morgenmantel, Strümpfe... Mehr ist Mehr :) Dieser Workshop ist für alle Level geeignet - mit- und ohne Pole-Erfahrung.",Pure Motion Kiel,"Eichkamp 1-5, 24116 Kiel",Poledance,"Freitag, 29. Dezember 2023",https://www.eversports.de/e/workshop/nPLUwPD,18:45 - 20:15
Bachata | Dance | Winter Workshops,"Dieser sinnlich, verspielte Paartanz entfacht selbst bei den kältesten Temperaturen die Flammen der Leidenschaft… *** Mit der Buchung dieses Workshops sicherst du dir einen Platz als Tanzpaar (2 Personen)",Pure Motion Kiel,"Eichkamp 1-5, 24116 Kiel",Tanzen,"Sonntag, 7. Januar 2024",https://www.eversports.de/e/workshop/bOxRlnY,15:00 - 16:30
Acro Yoga | Tricks & Combos | Winter Workshops,"Schnapp‘ dir deine*n Liebste*n und wagt einen ganz neuen Ausflug als Paar. Perspektiven-Wechsel, Vertrauen, Kraft, Balance und super viel Spaß machen Acro Yoga zu einer ganz besonderen Erfahrung für dich und deine*n Partner*in. Erlerne in 90 Minuten gemeinsame Tricks & Combos, die Aufgaben von Flyer & Base und entdecke deine Lieblings Variationen. *** Mit der Buchung dieses Workshops sicherst du dir einen Platz als Paar (2 Personen)",Pure Motion Kiel,"Eichkamp 1-5, 24116 Kiel",Yoga,"Sonntag, 7. Januar 2024",https://www.eversports.de/e/workshop/MYnycOH,16:45 - 18:15
Partner Akrobatik,"Du möchtest coole Posen und akrobatische Elemente zu zweit mit einem Partner erlernen. Patricia und Thuy nehmen euch an die Hand und zeigen euch verschiedene Partnerposen. Dieser Workshop ist nicht nur was für Leute mit Erfahrung in Akrobatik oder Acroyoga, sondern auch für Anfänger geeignet. Übrigens müsst ihr keinen Partner mitbringen :)",Pole Land,Di. 13. Februar 19:20,Akrobatik,"Begann am Dienstag, 12. Dezember 2023",https://www.eversports.de/e/workshop/ezegoNQ,"Kölner Straße 336a, 40227 Düsseldorf"
Pole Conditioning,"Wir trainieren spezifische Übungen an der Pole um Kraft für unsere Deadlifts aufzubauen. Wir konzentrieren uns auf Shouldermount & Iguana. Du kannst weder Shouldermount noch Iguana? Kein Problem, dann werden wir dich darauf vorbereiten.",Pole Land,12:30 - 14:00,Polesport,"Begann am Samstag, 16. Dezember 2023",https://www.eversports.de/e/workshop/2XKxmpf,"Kölner Straße 336a, 40227 Düsseldorf"
Aerial Hoop Workshop,Beginner/ Mittelstufe Mit Erfahrungl Habt ihr Interesse am akrobatischen Luftring? In diesem Workshop ist Rike für euch da. Sie zeigt Tricks und Combos für Beginner und Intermediate Level im Aerial Hoop. Ihr braucht eine lange enganliegende Sporthose und ein T- Shirt. Alles andere haben wir für euch da!,Pole Land,"Ticket für So. 07.01.2024, 12:00 - 13:30",Aerial Hoop,"Sonntag, 7. Januar 2024",https://www.eversports.de/e/workshop/l1ku0Fh,12:00 - 13:30
Aerial Pole,"Here will be all of the informations. What the people can expect, what they should wear and what they need. Please send me a photo for the marketing :) How many people can join your class?",Pole Land,"Ticket für Mi. 10.01.2024, 17:00 - 18:30",Aerial Akrobatik,"Beginnt am Mittwoch, 10. Januar 2024",https://www.eversports.de/e/workshop/LDlefbA,"Kölner Straße 336a, 40227 Düsseldorf"
Pole Workshop Special,Nichts für Langweiler! Louisa plant mit euch am 26. November dynamische Eingänge in den Inside Leghang. Achtung Spoiler: Eine Variante wäre aus dem Superman. Wie ihr seht ist dieser Workshop nichts für Beginner und ein Superman ist Voraussetzung. Also meldet euch schnell an!,Pole Land,"Kölner Straße 336a, 40227 Düsseldorf",Power Pole,"Sonntag, 14. Januar 2024",https://www.eversports.de/e/workshop/VbHcTpt,13:00 - 14:30
Pole Combo,Pole Combo mit unserem I Doetzchen,Pole Land,Spinning Pole Combo 15:00 - 16:30,Poledance,"Sonntag, 18. Februar 2024",https://www.eversports.de/e/workshop/S8noX1Z,15:00 - 16:30
Favourit Pole Combos and Splitz,"Dan's favourit combos This class will cover Dan’s favourite combos which may have been seen in some of his performances. He will adapt the combo to each level of student to make it fun for all in class. Students ar e welcome to give moves which they like to do or would like to learn and Dan will try to help you create a combo around this trick. So not only will we get to learn Dan’s combos, we will also get the techniques to learn how to make our very own combo’s with moves which we love. This is a fairly advanced class so for this class you will ideally be working towards airinverts, Shoulder mount, superman, extended butterflies & Gemini/ scorpios. Splitz When Dan first started pole he could barely touch his toes so he is no stranger to the struggle of flexibility training. For those people looking to improve their splits this is a great class to come and learn the techniques Dan used to get his splits to wher e they are today. And for those who love splits already, come and learn some more advanced techniques to make your splits even more amazing. This class will be 40 mins split stretching and technique and 50 mins splits tricks on the pole. This class is suitable for Intermediate and above students. We recommend you can do Gemini, scorpio, shoulder mount and basic sits on the pole.",Pole Land,Splitz 14:30 - 16:00,Poledance,"Beginnt am Samstag, 20. April 2024",https://www.eversports.de/e/workshop/OGUBUS8,"Kölner Straße 336a, 40227 Düsseldorf"
Poledance Anfänger Workshop - 4 Wochen,"Du wolltest Poledance schon immer mal ausprobieren? Genau jetzt ist die richtige Zeit dafür! Schluss mit den Entbehrungen - Auf in ein neues sportliches Abenteuer! Teste den Pole Sport und unser Studio einen Monat lang auf Herz und Nieren und bekomme einen Eindruck, wie es ist eine Polerina zu sein. Entdecke Dich neu und spüre wie diese Sportart Deinem Körpergefühl und Deinem Selbstbewusstsein neuen Schwung verleiht! Inhalt: 4 Poledance-Einheiten/ 4 Wochen - inklusive der kostenlosen Nutzung des freien Trainings (Open Class) - für nur 69 Euro Beim Poledance trägst Du eine kurze Sporthose (am besten eine ganz kurze Hotpants), einen Sport-BH/ -top und bringst bitte ein Mikrofasertuch, sowie ein Getränk (keine Glasflaschen) mit. Wir trainieren auf Socken und/ oder barfuß. Turnschuhe sind nicht erforderlich. Schmuck (Ringe, Armbänder, Ketten etc.) und Piercings MÜSSEN (!) abgelegt werden, da sonst das Verletzungsrisiko erhöht ist und/ oder die Stangen beschädigt werden. Dein PoleRoom Team",PoleRoom Braunschweig,Beginner Workshop Poledance,Poledance,"Beginnt am Freitag, 5. Januar 2024",https://www.eversports.de/e/workshop/TxFNxWf,"Büchnerstraße 10, 38118 Braunschweig"
Poledance Einsteiger Workshop - 4 Wochen,"Du wolltest Poledance schon immer mal ausprobieren? Genau jetzt ist die richtige Zeit dafür! Schluss mit den Entbehrungen - Auf in ein neues sportliches Abenteuer! Teste den Pole Sport und unser Studio einen Monat lang auf Herz und Nieren und bekomme einen Eindruck, wie es ist eine Polerina zu sein. Entdecke Dich neu und spüre wie diese Sportart Deinem Körpergefühl und Deinem Selbstbewusstsein neuen Schwung verleiht! Inhalt: 4 Poledance-Einheiten/ 4 Wochen - inklusive der kostenlosen Nutzung des freien Trainings (Open Class) mehrmals pro Woche - für nur 69 Euro Was trägst du beim Poledance? Beim Poledance trägst Du eine kurze Sporthose (am besten eine kurze Hotpants), einen Sport-BH und Top und bringst bitte ein Mikrofasertuch, sowie ein Getränk (keine Glasflaschen) mit. Wir trainieren auf Socken und/ oder barfuß. Turnschuhe sind nicht erforderlich. Beim Warm Up kannst du gerne mit einer Jacke und Jogging Hose drüber starten. Schmuck (Ringe, Armbänder, Ketten etc.) und Piercings MÜSSEN (!) abgelegt werden, da sonst das Verletzungsrisiko erhöht ist und die Stangen beschädigt werden. Viel Spaß bei Deinem ersten Ausflug in die aufregende Welt des Poledance! Dein PoleRoom Team",PoleRoom Braunschweig,Beginner Workshop Poledance,Poledance,"Beginnt am Montag, 8. Januar 2024",https://www.eversports.de/e/workshop/ITccdPW,"Büchnerstraße 10, 38118 Braunschweig"
Aerial Hoop Einsteiger Workshop,"Sei dabei, bei unserem nächsten 4-wöchigen Einsteiger Workshop am Luftring (Aerial Hoop)! Probiere Dich aus und lerne mit uns zu fliegen! Aerial Hoop (auch Lyra oder Luftring genannt) ist ein Ring aus Edelstahl der in luftiger Höhe schwebt. In dem Ring kannst Du wunderschöne Hebefiguren machen, aber auch dynamische Bewegungen und Kombinationen. Du bemerkst in dieser Faszination kaum, dass es ein wunderbares Ganzkörper-Workout ist. Wie lange? 4 Wochen/ 1 Einheit pro Woche - Preis: 69 Euro Der wöchentliche Kurs findet 4 mal statt. Solltest du an einem Termin verhindert sein, kannst du diese Stunde nach dem Workshop, in unseren regulären Aerial Hoop Kursen nachholen. Sichere Dir jetzt Deinen Platz!  Anmeldungen erfolgen über unseren Shop www.poleroom.de/shop: Hier einfach das Angebot 'Beginner Workshop Aerial Hoop' auswählen, kurz bei uns registrieren und ganz easy online bezahlen.  Viel Spaß bei uns!",PoleRoom Braunschweig,20:15 - 21:15,Aerial Hoop,"Beginnt am Dienstag, 30. Januar 2024",https://www.eversports.de/e/workshop/5FIBkpe,"Büchnerstraße 10, 38118 Braunschweig"
Sneakers on Pole,"Schnapp dir dein bestes Paar Sneaker und erlerne einen coolen Flow an der Pole. Dich erwartet eine Kombination aus verschiedenen Spins, Hold-Poses, (Floor-) Tricks und Tanzelementen. Für diesen Workshop benötigst du saubere Sneaker und ggf. Knieschoner.  Kursniveau: All Level Dieser Workshop findet ab 3 Teilnehmer:innen statt.",Stadtgazellen Bremen,"Bremerhavener Straße 210, 28217 Bremen",Poledance,"Sonntag, 14. Januar 2024",https://www.eversports.de/e/workshop/1wOTivr,15:00 - 16:30
Workshop: Invert Step by Step (Part I),Ein komplettes Invert Training Step by Step In diesem Kurs lernst du mit der richtigen Technik und entsprechenden Vorübungen an der Pole Schritt für Schritt über Kopf zu gehen. Der Invert ist eine der wichtigsten Grundlagen im Pole und ist die Basis für viele weitere Tricks. Neben einem hohen Maß an Kraft erfordert er auch eine gute Koordination & Körpergefühl. Dieser Workshop ist für alle geeignet die kürzlich den Schnupperkurs abgeschlossen haben und sich noch besser auf den Wechsel zur Anfängerstufe vorzubereiten. Aber auch alle die bereits etwas länger dabei sind kommen hier sicher auf ihre Kosten um dem Invert noch ein bisschen mehr Eleganz und Leichtigkeit zu verleihen!,Aerial Loft,"Solitudestraße 48, 71638 Ludwigsburg",Polesport,"Sonntag, 7. Januar 2024",https://www.eversports.de/e/workshop/rlPNIGv,15:30 - 16:30
Workshop: Handstands Basistermin - mit Anou (alle Level),"Mitzubringen: eigene Matte, Handtuch, was zu trinken und weiße Socken. Für Newbies und Anfänger geeignet! Also auch wenn du wenig bis keine Erfahrung mit Handstand- und Kopfstandübungen hast. Der Fokus liegt darauf einen sicheren Weg zu finden und deinen Körper schritt für schritt an die nötige Balance heranzuführen. Es ist aber absolut okay wenn du noch nicht frei aufschwingen kannst und dich auch noch unsicher fühlst einen Handstand an die Wand zu machen. Erste Erfahrungen mit einem Handstand/Kopfstand an die Wand sind von Vorteil aber kein muss!",Aerial Loft,"Solitudestraße 48, 71638 Ludwigsburg",Krafttraining,"Samstag, 13. Januar 2024",https://www.eversports.de/e/workshop/MnQAwWo,14:15 - 16:00
WORKSHOP: Chair Dance,"​Was braucht man, um schön tanzen zu können? Graziöse, bezaubernde Körperbewegungen, ein gutes Rhythmusgefühl und, natürlich die Emotionen! Das Ganze lernen wir bei unserem Special Chair Dance Kurs mit Anastasiia. Statt an der Pole oder mit dem Hoop ist in diesem Training der Stuhl unser Tanzpartner. Sei bereit! Es wird heiß bei uns und wir werden ein Tango mit dem Stuhl tanzen!",Aerial Loft,"Solitudestraße 48, 71638 Ludwigsburg",Aerial Dance,"Samstag, 20. Januar 2024",https://www.eversports.de/e/workshop/WYm9SKk,14:30 - 16:00
Handstand Workshop,"Handstand Workshop (für Beginner) 🤸🏻‍♂️ Du träumst schon lange davon einen Handstand zu können? 💭😍 Oder hast dich vielleicht sogar schon etwas rangetastet, aber es will noch nicht so richtig klappen? 🙈 Dann ist dieser Workshop genau das richtige für dich! 💕 Gemeinsam bereiten wir uns auf den Handstand vor und stärken zunächst die Handgelenke, Schultern und auch die Körpermitte. 💪🏼 Im Anschluss versuchen wir uns mit verschiedenen Vor- Übungen dem Handstand Schritt für Schritt zu nähern. Wir schauen uns auch Methoden zusammen an, wie wir jederzeit sicher wieder auf den Füßen landen können - um die Angst vor dem Handstand zu verlieren. Und wer weiß- vielleicht klappt bei dem ein oder anderen ja sogar der freistehende Handstand?🤸🏻‍♂️😍 Mit der richtigen Technik und etwas Übung kommt ihr so eurem Ziel auf jeden Fall ein Stückchen näher 💖💫 Level: für Beginner/ Einsteiger ggf. mit etwas Vorkenntnissen",Polearize,Externe/r Teilnehmer/in,Yoga,"Sonntag, 14. Januar 2024",https://www.eversports.de/e/workshop/vNQcDlh,14:30 - 16:00
Better Back Bending,"In diesem Workshop konzentrieren wir uns auf alle Bereiche, die für einen tiefen Backbend wichtig sind. Der Rücken wird mobilisiert, gekräftigt und beweglicher gemacht. Wir arbeiten an der Stabilität und stärken den oberen, mittleren, sowie unteren Rücken und die Halswirbelsäule. Die Schulter- und Hüftöffnung wird ebenfalls aktiv gestärkt und vertieft. Es wird zu jeder Übung verschiedene Varianten geben, somit ist der Kurs für alle Level geeignet.",Polearize,Externe/r Teilnehmer/in,Stretching,"Sonntag, 28. Januar 2024",https://www.eversports.de/e/workshop/1m_jLPa,16:00 - 17:30
Aerial Hoop Choreo Teil 2,"Im zweiten Teil des Workshops vollenden wir die im Oktober 2023 gelernt Hoop-Choreografie zu „Curiosity“ von Bryce Savage. Für die, die den ersten Teil verpasst haben, gibt es die Möglichkeit in der Mitte der Choreografie anzufangen. Die Hoops hängen wieder bodennah um Körper, Ring und Boden voll auszunutzen. Die Figuren werden mit eleganten Bewegungen zusammengefügt und geben dir die Möglichkeit neu kreativ zu werden. Der Workshop ist für Anfänger und Fortgeschrittene geeignet. Es hilft, wenn du schonmal eine Choreo getanzt hast. Wichtig: wir werden den ersten Teil nicht detailliert durchgehen. Nutzt zuvor die freien Trainingsstunden um die Choreografie nochmal aufzufrischen! Was benötige ich?",Polearize,Externe/r Teilnehmer/in,Aerial Hoop,"Sonntag, 4. Februar 2024",https://www.eversports.de/e/workshop/5N9aoto,11:30 - 13:00
Every Body Is Art Fotoshooting Posen,"Mit Pole/Hoop In diesem Workshop bereiten wir uns auf das Every Body Is Art Fotoshooting mit Julia von Kunst und Freiraum im Studio am 20.01.2024 vor. Wir suchen schöne (Akt) Posen und den passenden Winkel für alle Level. Wir besprechen, betrachten und testen, worauf du achten kannst. Wir üben Posen an der Pole, dem Hoop oder am Boden, je nachdem wie ihr shooten möchtet. Wir bleiben bei dem Workshop natürlich noch angezogen ;) Jede:r Teilnehmer:in erhält einen 5 Euro Gutschein von Kunst und Freiraum <3",Vertical - Pole Aerial Dance,Einzelticket,Aerial Akrobatik,"Samstag, 13. Januar 2024",https://www.eversports.de/e/workshop/OID4_Uk,11:00 - 12:30
Stretching & Flexy-Pole-Shapes Workshop,"In diesem Workshop gibt es nicht nur 2 Kurse, sondern auch noch 2 Trainerinnen. Selina und Steffi werden dich gemeinsam unterrichten, um dir optimalen Support und auch die ein oder andere helfende Hand bieten zu können. Hier bekommst du also besondere persönliche Betreuung und spezifische Tipps. Wir kombinieren eine Stretchingstunde mit einer Pole-Trick-Stunde. Durch ein ausgiebiges Stretching von ca 40-60 Minuten bereiten wir den Körper ausgiebig auf die nachfolgenden Tricks vor. Somit bist du schön aufgewärmt und vorgedehnt und kannst beste aus deiner Beweglichkeit für die Shapes herausholen. Nach dem Stretching werden verschiedene Level 2 & 3 Tricks unterrichtet, wie bspw. Iguana Fang, Octopus, Satellite.... Der Fokus liegt hier auf Backbendtricks und schöne Shapes. Die Tricks werden an das Level des Schülers angepasst und wie immer werden auch leichtere und schwierigere Varianten angeboten. Und keine Sorge, auch die Stretchingvorbereitung wird so angepasst, dass ihr noch genug Kraft für die nachfolgenden Tricks habt ;) Es ist nicht notwendig eine super starke Beweglichkeit für den Workshop mitzubringen, wir zeigen dir in dieser Stunde Tricks und Techniken, wie du aus deiner individuellen Beweglichkeit das beste herausholen kannst. PS: Der Workshop eignet sich super auch als Vorbereitung für dein nächstes Fotoshooting.",Pole Acrobatics,Gesamtticket,Polesport,"Freitag, 26. Januar 2024",https://www.eversports.de/e/workshop/GsCxPN0,17:00 - 19:00
All About Forearmstand (4 Wochen Online Intensivkurs),"In diesem 4 Wochen Intensivkurs unterrichte ich Techniken und Kräftigungsübungen für deinen Unterarmstand. Ich zeige dir Kräftigungsübungen für deinen Core, Schulter und Rückenmuskulatur sowie unterschiedliche Arten wie du in den Unterarmstand gehen kannst. Beispielsweise auch mit einem Yoga Block oder mit einem Yoga Gurt. Neben dem Unterarmstand werden auch andere Umkehrhaltungen wie zum Beispiel der Kopfstand und weitere Variationen mithilfe der Wand unterrichtet. Der Intensivkurs ist für dich geeignet, wenn du nicht weiter kommst in deinem Unterarmstand und du neue Inspiration für dein Training suchst. Dauer: Jede Kurssequenz dauert 60 Minuten und besteht aus einer Kräftigungsequenz und Technik Unterricht und Coaching. Du brauchst: Eine Yoga Matte, Yoga Blöcke, evtl. einen Yoga Gurt oder ein enges Widerstandsband Aufzeichnung: Falls ein Termin nicht wahrgenommen werden kann, steht eine Aufzeichnung für 24h zu Verfügung. Zu empfehlen ist allerdings Live dabei zu sein, um ein persönliches und professionelles Feedback zu erhalten.",Yoga and Pole Art by Selina,"Dieses Studio benutzt Zoom als Streaming Anbieter. Lade dir die entsprechende App auf deinen Laptop, Tablet oder Smartphone herunter",Vinyasa Yoga,"Beginnt am Sonntag, 7. Januar 2024",https://www.eversports.de/e/workshop/WN-XHxi,Online
